date,HY_SPREAD,IG_SPREAD,T10Y,OIL,DXY,KRE,XLF
2005-01-03,3.0600,0.8300,4.2300,42.1200,81.3000,,16.1423
2005-01-04,2.9700,0.8300,4.2900,43.9100,82.5700,,15.9885
2005-01-05,3.0400,0.8400,4.2900,43.3900,82.5400,,15.9619
2005-01-06,3.0900,0.8400,4.2900,45.5600,83.1500,,16.0415
2005-01-07,3.0700,0.8400,4.2900,45.4300,83.6100,,15.9566
2005-01-08,3.0700,0.8400,4.2900,,,,
2005-01-09,3.0700,0.8400,4.2900,,,,
2005-01-10,3.1000,0.8400,4.2900,45.3300,83.2900,,15.9725
2005-01-11,3.1900,0.8400,4.2600,45.6800,83.0200,,15.9035
2005-01-12,3.2000,0.8400,4.2500,46.3700,82.1400,,15.8823
2005-01-13,3.2400,0.8500,4.2000,48.0400,82.5100,,15.7284
2005-01-14,3.2200,0.8500,4.2300,48.3800,83.0600,,15.7815
2005-01-15,3.2200,0.8500,4.2300,,,,
2005-01-16,3.2200,0.8500,4.2300,,,,
2005-01-17,3.2100,0.8400,4.2300,,83.0600,,
2005-01-18,3.2400,0.8400,4.2100,48.3800,83.3600,,16.0309
2005-01-19,3.2400,0.8500,4.2000,47.5500,83.6000,,15.8717
2005-01-20,3.3300,0.8700,4.1700,46.9100,83.8400,,15.7550
2005-01-21,3.3700,0.8700,4.1600,48.5300,83.2600,,15.6754
2005-01-22,3.3700,0.8700,4.1600,,,,
2005-01-23,3.3700,0.8700,4.1600,,,,
2005-01-24,3.3700,0.8600,4.1400,48.8100,83.2400,,15.6807
2005-01-25,3.2900,0.8500,4.2000,49.6400,83.9900,,15.6913
2005-01-26,3.2700,0.8400,4.2100,48.7800,83.3000,,15.7656
2005-01-27,3.2300,0.8400,4.2200,48.8400,83.4300,,15.6860
2005-01-28,3.2700,0.8400,4.1600,47.1800,83.4800,,15.6648
2005-01-29,3.2700,0.8400,4.1600,,,,
2005-01-30,3.2700,0.8400,4.1600,,,,
2005-01-31,3.2900,0.8500,4.1400,48.2000,83.6000,,15.8505
2005-02-01,3.2600,0.8500,4.1500,47.1200,83.4500,,16.0203
2005-02-02,3.2000,0.8400,4.1500,46.6900,83.5200,,16.0203
2005-02-03,3.1500,0.8400,4.1800,46.4500,83.9700,,15.9460
2005-02-04,3.1900,0.8300,4.0900,46.4800,84.3900,,16.1370
2005-02-05,3.1900,0.8300,4.0900,,,,
2005-02-06,3.1900,0.8300,4.0900,,,,
2005-02-07,3.1700,0.8200,4.0700,45.2800,85.0400,,16.1530
2005-02-08,3.1400,0.8200,4.0500,45.4000,85.1000,,16.0893
2005-02-09,3.2200,0.8400,4.0000,45.4600,85.0200,,16.0468
2005-02-10,3.1600,0.8400,4.0700,47.1000,84.5400,,16.0946
2005-02-11,3.1200,0.8400,4.1000,47.1600,84.5700,,16.2219
2005-02-12,3.1200,0.8400,4.1000,,,,
2005-02-13,3.1200,0.8400,4.1000,,,,
2005-02-14,3.1100,0.8300,4.0800,47.4400,83.9600,,16.1954
2005-02-15,3.0600,0.8400,4.1000,47.2600,83.5900,,16.2326
2005-02-16,2.9900,0.8300,4.1600,48.3300,83.6700,,16.1211
2005-02-17,2.9900,0.8300,4.1900,47.5400,83.4700,,15.9778
2005-02-18,2.9300,0.8200,4.2700,48.3500,83.4900,,15.8080
2005-02-19,2.9300,0.8200,4.2700,,,,
2005-02-20,2.9300,0.8200,4.2700,,,,
2005-02-21,2.9300,0.8200,4.2700,,83.5500,,
2005-02-22,2.9200,0.8200,4.2900,51.1500,82.4100,,15.5746
2005-02-23,2.9300,0.8200,4.2700,51.1700,82.6800,,15.7178
2005-02-24,2.8800,0.8100,4.2900,51.3900,82.8800,,15.7391
2005-02-25,2.8500,0.8100,4.2700,51.4900,82.6600,,15.8982
2005-02-26,2.8500,0.8100,4.2700,,,,
2005-02-27,2.8500,0.8100,4.2700,,,,
2005-02-28,2.8300,0.8100,4.3600,51.7500,82.5100,,15.7444
2005-03-01,2.8100,0.8000,4.3800,51.6800,82.7700,,15.8982
2005-03-02,2.8400,0.7900,4.3800,53.0500,83.0800,,15.8505
2005-03-03,2.8300,0.8000,4.3900,53.5700,83.2800,,15.8240
2005-03-04,2.8600,0.7900,4.3200,53.7800,82.5400,,16.0256
2005-03-05,2.8600,0.7900,4.3200,,,,
2005-03-06,2.8600,0.7900,4.3200,,,,
2005-03-07,2.8200,0.7900,4.3100,53.8900,82.7900,,16.0256
2005-03-08,2.7600,0.7900,4.3800,54.5900,81.9800,,15.9991
2005-03-09,2.7100,0.7900,4.5200,54.7700,81.6300,,15.8027
2005-03-10,2.7800,0.7900,4.4800,53.5400,81.5700,,15.8929
2005-03-11,2.7300,0.7900,4.5600,54.4300,81.4200,,15.7550
2005-03-12,2.7300,0.7900,4.5600,,,,
2005-03-13,2.7300,0.7900,4.5600,,,,
2005-03-14,2.7700,0.7900,4.5200,54.9500,81.9700,,15.8399
2005-03-15,2.7700,0.8000,4.5400,55.0500,82.1200,,15.7337
2005-03-16,2.8900,0.8300,4.5200,56.4600,81.6200,,15.5746
2005-03-17,3.0000,0.8400,4.4700,56.4000,81.8400,,15.5321
2005-03-18,2.9800,0.8400,4.5100,56.7200,82.1300,,15.4547
2005-03-19,2.9800,0.8400,4.5100,,,,
2005-03-20,2.9800,0.8400,4.5100,,,,
2005-03-21,3.0800,0.8600,4.5300,56.6200,82.8800,,15.3160
2005-03-22,3.0800,0.8700,4.6300,56.0300,83.3600,,15.0333
2005-03-23,3.1900,0.8800,4.6100,53.8100,84.0000,,15.0653
2005-03-24,3.1800,0.8800,4.6000,54.8400,84.1300,,14.9906
2005-03-25,3.1800,0.8800,4.6000,,,,
2005-03-26,3.1800,0.8800,4.6000,,,,
2005-03-27,3.1800,0.8800,4.6000,,,,
2005-03-28,3.1900,0.8800,4.6400,54.0500,84.6200,,15.0973
2005-03-29,3.2800,0.8900,4.6000,54.2300,84.3200,,15.0440
2005-03-30,3.3800,0.9100,4.5600,53.9900,84.2900,,15.2307
2005-03-31,3.5200,0.9300,4.5000,55.4000,84.0600,,15.1453
2005-04-01,3.5500,0.9300,4.4600,57.2700,84.4300,,14.9373
2005-04-02,3.5500,0.9300,4.4600,,,,
2005-04-03,3.5500,0.9300,4.4600,,,,
2005-04-04,3.5900,0.9500,4.4700,57.0100,84.7800,,15.0440
2005-04-05,3.5300,0.9400,4.4800,56.0400,84.6600,,15.0866
2005-04-06,3.4800,0.9400,4.4400,55.8500,84.6800,,15.1880
2005-04-07,3.4100,0.9400,4.4900,54.1100,84.8700,,15.2467
2005-04-08,3.3900,0.9400,4.5000,53.3200,84.4700,,15.1080
2005-04-09,3.3900,0.9400,4.5000,,,,
2005-04-10,3.3900,0.9400,4.5000,,,,
2005-04-11,3.4700,0.9700,4.4500,53.7100,84.1600,,15.1400
2005-04-12,3.5800,0.9600,4.3800,51.8600,84.4200,,15.3480
2005-04-13,3.6100,0.9800,4.3800,50.2200,84.4200,,15.1240
2005-04-14,3.7500,1.0000,4.3700,51.1300,85.0000,,14.9533
2005-04-15,3.8900,1.0200,4.2700,50.4900,84.5600,,14.7932
2005-04-16,3.8900,1.0200,4.2700,,,,
2005-04-17,3.8900,1.0200,4.2700,,,,
2005-04-18,3.9800,1.0400,4.2700,50.3700,84.0000,,14.9159
2005-04-19,4.0000,1.0400,4.2100,52.2900,83.7600,,14.9373
2005-04-20,3.9400,1.0200,4.2200,52.4400,83.5200,,14.7506
2005-04-21,3.8200,1.0000,4.3200,54.2000,83.7000,,14.8359
2005-04-22,3.8600,0.9900,4.2600,55.3900,83.5000,,14.7986
2005-04-23,3.8600,0.9900,4.2600,,,,
2005-04-24,3.8600,0.9900,4.2600,,,,
2005-04-25,3.8800,1.0000,4.2600,54.5700,83.8200,,14.9853
2005-04-26,3.9200,1.0000,4.2800,54.2000,83.9600,,14.8999
2005-04-27,4.0400,1.0000,4.2500,51.6100,84.1200,,15.1080
2005-04-28,4.1600,1.0100,4.1900,51.7700,84.3500,,14.9426
2005-04-29,4.1500,1.0200,4.2100,49.7200,84.4300,,15.1720
2005-04-30,4.1900,1.0200,4.2100,,,,
2005-05-01,4.1900,1.0200,4.2100,,,,
2005-05-02,4.1700,1.0300,4.2100,50.9200,84.4900,,15.2093
2005-05-03,4.1300,1.0300,4.2100,49.5000,84.5100,,15.2253
2005-05-04,4.1200,1.0300,4.2000,50.1300,84.0000,,15.5188
2005-05-05,4.1300,1.0500,4.1900,50.8300,83.9400,,15.4494
2005-05-06,4.0700,1.0700,4.2800,50.9600,84.6100,,15.3374
2005-05-07,4.0700,1.0700,4.2800,,,,
2005-05-08,4.0700,1.0700,4.2800,,,,
2005-05-09,4.0500,1.0600,4.2900,52.0300,84.6400,,15.4708
2005-05-10,4.1300,1.0600,4.2300,52.0700,84.4500,,15.2680
2005-05-11,4.2300,1.0700,4.2100,50.4500,84.9400,,15.3374
2005-05-12,4.2800,1.0800,4.1800,48.5400,85.4900,,15.1933
2005-05-13,4.3900,1.1000,4.1200,48.6700,86.1000,,15.0600
2005-05-14,4.3900,1.1000,4.1200,,,,
2005-05-15,4.3900,1.1000,4.1200,,,,
2005-05-16,4.4900,1.1000,4.1300,48.6100,86.1200,,15.3267
2005-05-17,4.5700,1.1100,4.1200,48.9700,86.2100,,15.4227
2005-05-18,4.5500,1.1100,4.0700,47.2500,85.8200,,15.6041
2005-05-19,4.4000,1.1000,4.1100,46.9200,86.0900,,15.6201
2005-05-20,4.3300,1.0900,4.1300,46.8000,86.6300,,15.6041
2005-05-21,4.3300,1.0900,4.1300,,,,
2005-05-22,4.3300,1.0900,4.1300,,,,
2005-05-23,4.2900,1.0800,4.0700,49.1600,86.4000,,15.6255
2005-05-24,4.2800,1.0900,4.0400,49.6700,86.3700,,15.5721
2005-05-25,4.1600,1.0800,4.0800,50.9800,86.3500,,15.5188
2005-05-26,4.0700,1.0700,4.0800,51.0100,86.8500,,15.6201
2005-05-27,4.0200,1.0500,4.0800,51.8500,86.4200,,15.6468
2005-05-28,4.0200,1.0500,4.0800,,,,
2005-05-29,4.0200,1.0500,4.0800,,,,
2005-05-30,4.0200,1.0500,4.0800,,,,
2005-05-31,4.1300,0.9700,4.0000,51.9700,87.7600,,15.6201
2005-06-01,4.1300,0.9700,3.9100,54.6000,88.1100,,15.7428
2005-06-02,4.0000,0.9500,3.8900,53.6300,87.7500,,15.7001
2005-06-03,3.9000,0.9500,3.9800,55.0300,88.0400,,15.6201
2005-06-04,3.9000,0.9500,3.9800,,,,
2005-06-05,3.9000,0.9500,3.9800,,,,
2005-06-06,3.9900,0.9500,3.9600,54.4900,87.6000,,15.6575
2005-06-07,3.9900,0.9500,3.9200,53.7600,87.4900,,15.6468
2005-06-08,3.9800,0.9500,3.9500,52.5400,87.8800,,15.6575
2005-06-09,4.0100,0.9600,3.9800,54.2800,88.0700,,15.7055
2005-06-10,3.9100,0.9600,4.0500,53.5400,88.6900,,15.6575
2005-06-11,3.9100,0.9600,4.0500,,,,
2005-06-12,3.9100,0.9600,4.0500,,,,
2005-06-13,3.8800,0.9500,4.0900,55.6200,88.9500,,15.6575
2005-06-14,3.8300,0.9500,4.1300,55.0000,89.2600,,15.7001
2005-06-15,3.7800,0.9400,4.1200,55.5700,88.6500,,15.7375
2005-06-16,3.8300,0.9500,4.0900,56.5800,88.7200,,15.8175
2005-06-17,3.8100,0.9400,4.0900,58.4700,87.7300,,15.9007
2005-06-18,3.8100,0.9400,4.0900,,,,
2005-06-19,3.8100,0.9400,4.0900,,,,
2005-06-20,3.8100,0.9400,4.1100,59.3700,88.4900,,15.8631
2005-06-21,3.8200,0.9400,4.0600,58.9000,88.1800,,15.9221
2005-06-22,3.9000,0.9500,3.9500,58.0900,88.5600,,15.9007
2005-06-23,3.8800,0.9600,3.9600,59.4200,89.1200,,15.7558
2005-06-24,3.9300,0.9600,3.9200,59.8400,88.7800,,15.7290
2005-06-25,3.9300,0.9600,3.9200,,,,
2005-06-26,3.9300,0.9600,3.9200,,,,
2005-06-27,3.9600,0.9600,3.9000,60.5400,88.4500,,15.7236
2005-06-28,3.8600,0.9500,3.9700,58.2000,88.9900,,15.8417
2005-06-29,3.8100,0.9500,3.9900,57.2600,89.1100,,15.9168
2005-06-30,3.8500,0.9500,3.9400,56.5000,89.1100,,15.8148
2005-07-01,3.7500,0.9500,4.0600,58.7500,90.1300,,15.8309
2005-07-02,3.7500,0.9500,4.0600,,,,
2005-07-03,3.7500,0.9500,4.0600,,,,
2005-07-04,3.7500,0.9500,4.0600,,90.4300,,
2005-07-05,3.7100,0.9400,4.1100,59.5900,90.4400,,15.9597
2005-07-06,3.7500,0.9500,4.0800,61.2800,90.3800,,15.8417
2005-07-07,3.7800,0.9400,4.0500,60.7300,90.2800,,15.8738
2005-07-08,3.6700,0.9400,4.1100,59.6300,90.2500,,16.0348
2005-07-09,3.6700,0.9400,4.1100,,,,
2005-07-10,3.6700,0.9400,4.1100,,,,
2005-07-11,3.6100,0.9300,4.1100,58.9200,89.4600,,16.1046
2005-07-12,3.5400,0.9200,4.1500,60.6200,88.4100,,16.1046
2005-07-13,3.5100,0.9200,4.1700,60.0100,89.3100,,16.1744
2005-07-14,3.4600,0.9100,4.1900,57.8000,89.4000,,16.2549
2005-07-15,3.4300,0.9100,4.1800,58.0900,89.7200,,16.2978
2005-07-16,3.4300,0.9100,4.1800,,,,
2005-07-17,3.4300,0.9100,4.1800,,,,
2005-07-18,3.4000,0.9000,4.2200,57.3200,89.6400,,16.1261
2005-07-19,3.4300,0.9000,4.2000,57.4600,89.8500,,16.1207
2005-07-20,3.4300,0.9000,4.1700,56.7200,89.3400,,16.1797
2005-07-21,3.3600,0.8900,4.2800,57.1300,88.9300,,16.0939
2005-07-22,3.3900,0.8900,4.2300,58.6500,89.6400,,16.1797
2005-07-23,3.3900,0.8900,4.2300,,,,
2005-07-24,3.3900,0.8900,4.2300,,,,
2005-07-25,3.3600,0.8800,4.2500,59.0000,89.6000,,16.1153
2005-07-26,3.3500,0.8800,4.2400,59.2000,90.0000,,16.1368
2005-07-27,3.3100,0.8800,4.2700,59.1100,89.7300,,16.1583
2005-07-28,3.3300,0.8800,4.2000,59.9400,89.3400,,16.2066
2005-07-29,3.2500,0.8700,4.2800,60.5700,89.3500,,16.0617
2005-07-30,3.2500,0.8700,4.2800,,,,
2005-07-31,3.3000,0.8800,4.2800,,,,
2005-08-01,3.2900,0.8800,4.3200,61.5700,88.8000,,16.0617
2005-08-02,3.2900,0.8800,4.3400,61.8900,88.7600,,16.1797
2005-08-03,3.3200,0.8800,4.3000,60.8600,87.9900,,16.2012
2005-08-04,3.3100,0.8800,4.3200,61.3800,87.8000,,16.0885
2005-08-05,3.2900,0.8800,4.4000,62.3100,88.0600,,15.9061
2005-08-06,3.2900,0.8800,4.4000,,,,
2005-08-07,3.2900,0.8800,4.4000,,,,
2005-08-08,3.3100,0.8800,4.4200,63.9400,87.9200,,15.8417
2005-08-09,3.3300,0.8800,4.4100,63.0700,87.8900,,15.9436
2005-08-10,3.3200,0.8800,4.4000,64.9000,87.6100,,15.9275
2005-08-11,3.3700,0.8900,4.3200,65.8000,87.1000,,15.9865
2005-08-12,3.4200,0.8900,4.2400,66.8600,86.9800,,15.9436
2005-08-13,3.4200,0.8900,4.2400,,,,
2005-08-14,3.4200,0.8900,4.2400,,,,
2005-08-15,3.3700,0.8800,4.2700,66.2700,87.3200,,16.0187
2005-08-16,3.4100,0.8800,4.2300,66.0800,87.4300,,15.9114
2005-08-17,3.3700,0.8800,4.2800,63.2500,88.0000,,15.9490
2005-08-18,3.4100,0.8800,4.2100,63.2700,88.5900,,15.9382
2005-08-19,3.3900,0.8800,4.2100,65.3500,88.5800,,15.9651
2005-08-20,3.3900,0.8800,4.2100,,,,
2005-08-21,3.3900,0.8800,4.2100,,,,
2005-08-22,3.3900,0.8800,4.2200,65.4500,88.1400,,16.0080
2005-08-23,3.4000,0.8800,4.2000,65.7100,88.0800,,15.9061
2005-08-24,3.3800,0.8800,4.1900,67.3200,87.9100,,15.7236
2005-08-25,3.3800,0.8800,4.1800,67.4900,87.6400,,15.8041
2005-08-26,3.3400,0.8700,4.2000,66.1300,87.8600,,15.6377
2005-08-27,3.3400,0.8700,4.2000,,,,
2005-08-28,3.3400,0.8700,4.2000,,,,
2005-08-29,3.3700,0.8700,4.2000,67.2000,88.2500,,15.7612
2005-08-30,3.4800,0.8800,4.1600,69.8100,88.3500,,15.6216
2005-08-31,3.6600,0.8800,4.0200,68.9400,87.5800,,15.7987
2005-09-01,3.7000,0.8900,4.0200,69.4700,86.5500,,15.8363
2005-09-02,3.7000,0.8900,4.0300,67.5700,86.3000,,15.8256
2005-09-03,3.7000,0.8900,4.0300,,,,
2005-09-04,3.7000,0.8900,4.0300,,,,
2005-09-05,3.7000,0.8900,4.0300,,,,
2005-09-06,3.6400,0.8900,4.0900,65.9600,86.5700,,16.0187
2005-09-07,3.6100,0.8900,4.1500,64.3700,86.9700,,15.9812
2005-09-08,3.5900,0.8900,4.1500,64.4900,87.0400,,15.8900
2005-09-09,3.5900,0.8900,4.1400,64.0800,86.8900,,16.0295
2005-09-10,3.5900,0.8900,4.1400,,,,
2005-09-11,3.5900,0.8900,4.1400,,,,
2005-09-12,3.5500,0.8900,4.1800,63.3300,87.7100,,16.0778
2005-09-13,3.5800,0.8900,4.1400,63.1100,87.7500,,15.9436
2005-09-14,3.5700,0.8900,4.1700,65.0900,87.6700,,15.9275
2005-09-15,3.5500,0.8900,4.2200,64.7500,88.1300,,15.9382
2005-09-16,3.5400,0.8900,4.2600,63.0000,88.0500,,16.1660
2005-09-17,3.5400,0.8900,4.2600,,,,
2005-09-18,3.5400,0.8900,4.2600,,,,
2005-09-19,3.6100,0.8900,4.2500,67.3900,88.4400,,16.0203
2005-09-20,3.6500,0.8900,4.2600,66.2300,88.6000,,15.9339
2005-09-21,3.7500,0.9000,4.1900,66.8000,88.1400,,15.6694
2005-09-22,3.8100,0.9000,4.1900,66.5000,88.5600,,15.7882
2005-09-23,3.7100,0.9000,4.2500,64.1900,89.2100,,15.8422
2005-09-24,3.7100,0.9000,4.2500,,,,
2005-09-25,3.7100,0.9000,4.2500,,,,
2005-09-26,3.6500,0.8900,4.3000,65.8200,89.1100,,15.7558
2005-09-27,3.6600,0.8900,4.3000,65.0700,89.6000,,15.8098
2005-09-28,3.6900,0.8900,4.2600,66.3500,89.4700,,15.6802
2005-09-29,3.6700,0.8900,4.2900,66.7900,89.4000,,15.9717
2005-09-30,3.5400,0.8900,4.3400,66.2400,89.5200,,15.9339
2005-10-01,3.5400,0.8900,4.3400,,,,
2005-10-02,3.5400,0.8900,4.3400,,,,
2005-10-03,3.4700,0.8900,4.3900,65.4700,90.1300,,15.8961
2005-10-04,3.4800,0.8900,4.3800,63.9000,90.1000,,15.6964
2005-10-05,3.5100,0.8900,4.3600,62.7900,89.9800,,15.6317
2005-10-06,3.5500,0.8900,4.3700,61.3600,88.6600,,15.6748
2005-10-07,3.5900,0.9000,4.3500,61.8400,89.1700,,15.7288
2005-10-08,3.5900,0.9000,4.3500,,,,
2005-10-09,3.5900,0.9000,4.3500,,,,
2005-10-10,3.5900,0.9000,4.3500,61.8000,89.4600,,15.5615
2005-10-11,3.6600,0.9000,4.3900,63.5300,89.9700,,15.5129
2005-10-12,3.7200,0.9100,4.4500,64.1200,89.6300,,15.4427
2005-10-13,3.7700,0.9200,4.4800,63.0800,89.8100,,15.5183
2005-10-14,3.7200,0.9200,4.4800,62.6300,89.3500,,15.6910
2005-10-15,3.7200,0.9200,4.4800,,,,
2005-10-16,3.7200,0.9200,4.4800,,,,
2005-10-17,3.6100,0.9000,4.5000,64.3600,89.8000,,15.7072
2005-10-18,3.5600,0.8900,4.4900,63.2000,90.2900,,15.5831
2005-10-19,3.6000,0.9000,4.4700,62.4100,89.9900,,15.8961
2005-10-20,3.5800,0.9000,4.4600,61.0300,89.9100,,15.7558
2005-10-21,3.5900,0.9000,4.3900,60.6300,90.3100,,15.8476
2005-10-22,3.5900,0.9000,4.3900,,,,
2005-10-23,3.5900,0.9000,4.3900,,,,
2005-10-24,3.5400,0.9000,4.4500,60.3200,90.1100,,16.1606
2005-10-25,3.4900,0.9000,4.5400,62.4400,89.2400,,16.0689
2005-10-26,3.4900,0.9100,4.6000,60.6600,89.4900,,16.1768
2005-10-27,3.5700,0.9100,4.5700,61.0900,89.1000,,16.0851
2005-10-28,3.5800,0.9100,4.5800,61.2200,89.5900,,16.3604
2005-10-29,3.5800,0.9100,4.5800,,,,
2005-10-30,3.5800,0.9100,4.5800,,,,
2005-10-31,3.6100,0.9200,4.5700,59.7600,90.0700,,16.4197
2005-11-01,3.5700,0.9300,4.5800,59.8500,90.0800,,16.3604
2005-11-02,3.5400,0.9300,4.6100,59.7500,89.7200,,16.4953
2005-11-03,3.4800,0.9200,4.6500,61.7800,90.4400,,16.5061
2005-11-04,3.4800,0.9200,4.6600,60.5800,91.2600,,16.5331
2005-11-05,3.4800,0.9200,4.6600,,,,
2005-11-06,3.4800,0.9200,4.6600,,,,
2005-11-07,3.4900,0.9200,4.6500,59.4700,91.2900,,16.6734
2005-11-08,3.5500,0.9200,4.5700,59.7100,91.3700,,16.6248
2005-11-09,3.5000,0.9200,4.6400,58.9300,91.5000,,16.6680
2005-11-10,3.5700,0.9300,4.5500,57.8000,92.0800,,17.0027
2005-11-11,3.5600,0.9300,4.5500,57.5300,91.9800,,17.0620
2005-11-12,3.5600,0.9300,4.5500,,,,
2005-11-13,3.5600,0.9300,4.5500,,,,
2005-11-14,3.5800,0.9300,4.6100,57.6900,92.1300,,17.0728
2005-11-15,3.6200,0.9300,4.5600,56.9800,92.0900,,16.9163
2005-11-16,3.7200,0.9500,4.4900,57.8800,92.3300,,16.8245
2005-11-17,3.7800,0.9600,4.4600,56.3300,91.8800,,17.0243
2005-11-18,3.6900,0.9500,4.5000,56.1400,91.9300,,17.1106
2005-11-19,3.6900,0.9500,4.5000,,,,
2005-11-20,3.6900,0.9500,4.5000,,,,
2005-11-21,3.7100,0.9500,4.4600,57.7000,92.0300,,17.1916
2005-11-22,3.7400,0.9600,4.4300,58.8400,91.5000,,17.3427
2005-11-23,3.6900,0.9500,4.4700,58.7100,91.5100,,17.4777
2005-11-24,3.6900,0.9500,4.4700,,,,
2005-11-25,3.7200,0.9500,4.4300,,92.0400,,17.5155
2005-11-26,3.7200,0.9500,4.4300,,,,
2005-11-27,3.7200,0.9500,4.4300,,,,
2005-11-28,3.7100,0.9500,4.4100,57.3600,90.9800,,17.4345
2005-11-29,3.6100,0.9500,4.4800,56.5000,91.6200,,17.4237
2005-11-30,3.6700,0.9700,4.4900,57.3200,91.5700,,17.2024
2005-12-01,3.6200,0.9600,4.5200,58.4700,91.8200,,17.2941
2005-12-02,3.6300,0.9700,4.5200,59.3200,91.9500,,17.3319
2005-12-03,3.6300,0.9700,4.5200,,,,
2005-12-04,3.6300,0.9700,4.5200,,,,
2005-12-05,3.6200,0.9700,4.5700,59.9100,91.4800,,17.2995
2005-12-06,3.6800,0.9800,4.4900,59.9400,91.4400,,17.2456
2005-12-07,3.6600,0.9800,4.5200,59.2100,91.8900,,17.1052
2005-12-08,3.7000,0.9900,4.4700,60.6600,91.2600,,17.0944
2005-12-09,3.6000,0.9800,4.5400,59.3900,91.2500,,17.2186
2005-12-10,3.6000,0.9800,4.5400,,,,
2005-12-11,3.6000,0.9800,4.5400,,,,
2005-12-12,3.5900,0.9800,4.5600,61.3000,90.3500,,17.1430
2005-12-13,3.6000,0.9800,4.5400,61.3700,90.3800,,17.3643
2005-12-14,3.6600,0.9800,4.4500,60.8500,89.8300,,17.4291
2005-12-15,3.6400,0.9800,4.4700,59.9900,90.0200,,17.3319
2005-12-16,3.6500,0.9800,4.4500,58.0600,89.7000,,17.3743
2005-12-17,3.6500,0.9800,4.4500,,,,
2005-12-18,3.6500,0.9800,4.4500,,,,
2005-12-19,3.6600,0.9800,4.4500,57.3300,89.8700,,17.2222
2005-12-20,3.6500,0.9800,4.4700,57.9800,90.7800,,17.2983
2005-12-21,3.6100,0.9900,4.4900,58.5600,90.9400,,17.3471
2005-12-22,3.6600,0.9900,4.4400,58.2800,90.7200,,17.4667
2005-12-23,3.7100,0.9900,4.3800,58.4300,90.8400,,17.4884
2005-12-24,3.7100,0.9900,4.3800,,,,
2005-12-25,3.7100,0.9900,4.3800,,,,
2005-12-26,3.7100,0.9900,4.3800,,,,
2005-12-27,3.7300,0.9900,4.3400,58.1600,91.1900,,17.3526
2005-12-28,3.6900,0.9900,4.3800,59.8200,91.2600,,17.3145
2005-12-29,3.6800,1.0000,4.3700,60.3200,91.1000,,17.2983
2005-12-30,3.6500,0.9900,4.3900,61.0400,91.1700,,17.2059
2005-12-31,3.7100,0.9200,4.3900,,,,
2006-01-01,3.7100,0.9200,4.3900,,,,
2006-01-02,3.7100,0.9200,4.3900,,,,
2006-01-03,3.7300,0.9200,4.3700,63.1400,89.8400,,17.4938
2006-01-04,3.6900,0.9200,4.3600,63.4200,89.1400,,17.4775
2006-01-05,3.6400,0.9200,4.3600,62.7900,89.3300,,17.5373
2006-01-06,3.5600,0.9200,4.3800,64.2100,88.8500,,17.6405
2006-01-07,3.5600,0.9200,4.3800,,,,
2006-01-08,3.5600,0.9200,4.3800,,,,
2006-01-09,3.5100,0.9200,4.3800,63.5000,89.2500,,17.6894
2006-01-10,3.5000,0.9200,4.4300,63.3700,89.3300,,17.7057
2006-01-11,3.4700,0.9200,4.4600,63.9400,88.9900,,17.8035
2006-01-12,3.5300,0.9200,4.4200,63.9400,89.4400,,17.6785
2006-01-13,3.6200,0.9300,4.3600,63.9200,88.8900,,17.6677
2006-01-14,3.6200,0.9300,4.3600,,,,
2006-01-15,3.6200,0.9300,4.3600,,,,
2006-01-16,3.6000,0.9200,4.3600,,,,
2006-01-17,3.6400,0.9400,4.3400,66.3100,89.3000,,17.4830
2006-01-18,3.6400,0.9200,4.3400,65.7300,89.2600,,17.4341
2006-01-19,3.5800,0.9200,4.3800,66.8300,89.3900,,17.3797
2006-01-20,3.6000,0.9200,4.3700,68.3500,88.9500,,17.0157
2006-01-21,3.6000,0.9200,4.3700,,,,
2006-01-22,3.6000,0.9200,4.3700,,,,
2006-01-23,3.5900,0.9200,4.3600,68.1000,87.9500,,17.0592
2006-01-24,3.5400,0.9200,4.4000,67.0600,88.0600,,17.1353
2006-01-25,3.4400,0.9100,4.4900,65.8500,88.3300,,17.1679
2006-01-26,3.4200,0.9000,4.5300,66.2600,88.6200,,17.4612
2006-01-27,3.4000,0.9000,4.5200,67.7600,89.3200,,17.4775
2006-01-28,3.4000,0.9000,4.5200,,,,
2006-01-29,3.4000,0.9000,4.5200,,,,
2006-01-30,3.3400,0.9000,4.5400,68.3500,89.4200,,17.4232
2006-01-31,3.4200,0.9000,4.5300,67.9200,88.9600,,17.3580
2006-02-01,3.3500,0.9000,4.5700,66.5600,89.5100,,17.3471
2006-02-02,3.3500,0.8900,4.5700,64.6800,89.3700,,17.2276
2006-02-03,3.3800,0.8900,4.5400,65.3700,89.8900,,17.1570
2006-02-04,3.3800,0.8900,4.5400,,,,
2006-02-05,3.3800,0.8900,4.5400,,,,
2006-02-06,3.3800,0.8900,4.5500,65.1100,90.2900,,17.2059
2006-02-07,3.3900,0.9000,4.5700,63.0900,90.2400,,17.0918
2006-02-08,3.3800,0.9000,4.5600,62.5500,90.4300,,17.2005
2006-02-09,3.3800,0.8900,4.5400,62.6200,90.2900,,17.2439
2006-02-10,3.3500,0.8900,4.5900,61.8400,90.5500,,17.3417
2006-02-11,3.3500,0.8900,4.5900,,,,
2006-02-12,3.3500,0.8900,4.5900,,,,
